name,released,rating,rating_top,ratings_count,metacritic,updated,reviews_count,age_rating,genre,subgenre_1,subgenre_2,subgenre_3,subgenre_4,subgenre_5,subgenre_6,subgenre_7,subgenre_8,subgenre_9,subgenre_10,num_stores,platform_1,platform_2,platform_3,platform_4,platform_5,platform_6,platform_7,platform_8,platform_9,platform_10,platform_11,platform_12,platform_13,platform_14,platform_15,platform_16,platform_17,platform_18,platform_19,platform_20,platform_21,platform_22,store1,store2,store3,store4,store5,store6,store7,store8,store9,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,tag21,tag22,tag23,tag24,tag25,tag26,tag27,tag28,tag29,tag30,tag31,tag32,tag33,tag34,tag35,tag36,tag37,tag38,tag39,tag40,tag41,tag42,tag43,tag44,tag45,tag46,tag47,tag48,tag49,tag50,tag51,tag52,tag53,tag54,tag55,num_tags,num_platforms,total_platform_game_counts,total_games_counts_stores,Publisher,Developer,Japan Sales
DiRT 4,2017-06-06,3,4,258,78,2024-05-24 07:35:18,259,Everyone 10+,'Sports',Racing,0,0,0,0,0,0,0,0,0,4,PC,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox Store,App Store,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Online multiplayer,Realistic,Valve Anti-Cheat enabled,Driving,Offroad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,547486,186467,Deep Silver,Codemasters,10000
Devil May Cry HD Collection,2012-03-22,4,4,226,70,2024-07-01 17:43:39,230,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,4,Xbox One,Xbox 360,PlayStation 4,PC,PlayStation 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox 360 Store,PlayStation Store,Xbox Store,Steam,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Atmospheric,steam-trading-cards,Great Soundtrack,Story Rich,Third Person,Gore,Difficult,Classic,Violent,Anime,Hack and Slash,Beat 'em up,achievements,Stylized,Demons,Character Action Game,Spectacle fighter,collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,553458,112824,Capcom,Capcom,60000
The Crew 2,2018-06-29,3,3,304,66,2024-07-27 15:09:22,306,Teen,'Action',Racing,Massively Multiplayer,0,0,0,0,0,0,0,0,4,PlayStation 4,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epic Games,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,Singleplayer,Multiplayer,Co-op,Open World,cooperative,Partial Controller Support,Online Co-Op,Online multiplayer,mmo,Driving,Flight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,547486,112253,Ubisoft,Ivory Tower,420000
The Crew 2,2018-06-29,3,3,304,66,2024-07-27 15:09:22,306,Teen,'Action',Racing,Massively Multiplayer,0,0,0,0,0,0,0,0,4,PlayStation 4,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epic Games,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,Singleplayer,Multiplayer,Co-op,Open World,cooperative,Partial Controller Support,Online Co-Op,Online multiplayer,mmo,Driving,Flight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,547486,112253,Ubisoft,Ivory Tower,100000
Knowledge is Power,2017-10-20,3,4,464,71,2024-07-09 14:56:07,465,Teen,'Family',0,0,0,0,0,0,0,0,0,0,3,PlayStation 4,iOS,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,App Store,Google Play,0,0,0,0,0,0,exclusive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,136559,100617,Sony Interactive Entertainment,Wish Studio,470000
LEGO Marvel's Avengers,2016-01-26,3,4,217,67,2024-07-25 14:52:04,218,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,6,Nintendo 3DS,Xbox One,PlayStation 3,PlayStation 4,PS Vita,Xbox 360,PC,macOS,Wii U,iOS,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Nintendo Store,Xbox 360 Store,Xbox Store,App Store,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Co-op,Open World,cooperative,Third Person,Horror,Funny,Comedy,Free to Play,Split Screen,Local Co-Op,Local Multiplayer,Family Friendly,Superhero,LEGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,739656,197429,Warner Bros. Interactive Entertainment,Traveller's Tales,530000
LEGO Marvel's Avengers,2016-01-26,3,4,217,67,2024-07-25 14:52:04,218,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,6,Nintendo 3DS,Xbox One,PlayStation 3,PlayStation 4,PS Vita,Xbox 360,PC,macOS,Wii U,iOS,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Nintendo Store,Xbox 360 Store,Xbox Store,App Store,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Co-op,Open World,cooperative,Third Person,Horror,Funny,Comedy,Free to Play,Split Screen,Local Co-Op,Local Multiplayer,Family Friendly,Superhero,LEGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,739656,197429,Warner Bros. Interactive Entertainment,Traveller's Tales,180000
LEGO Marvel's Avengers,2016-01-26,3,4,217,67,2024-07-25 14:52:04,218,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,6,Nintendo 3DS,Xbox One,PlayStation 3,PlayStation 4,PS Vita,Xbox 360,PC,macOS,Wii U,iOS,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Nintendo Store,Xbox 360 Store,Xbox Store,App Store,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Co-op,Open World,cooperative,Third Person,Horror,Funny,Comedy,Free to Play,Split Screen,Local Co-Op,Local Multiplayer,Family Friendly,Superhero,LEGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,739656,197429,Warner Bros. Interactive Entertainment,Traveller's Tales,230000
LEGO Marvel's Avengers,2016-01-26,3,4,217,67,2024-07-25 14:52:04,218,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,6,Nintendo 3DS,Xbox One,PlayStation 3,PlayStation 4,PS Vita,Xbox 360,PC,macOS,Wii U,iOS,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Nintendo Store,Xbox 360 Store,Xbox Store,App Store,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Co-op,Open World,cooperative,Third Person,Horror,Funny,Comedy,Free to Play,Split Screen,Local Co-Op,Local Multiplayer,Family Friendly,Superhero,LEGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,739656,197429,Warner Bros. Interactive Entertainment,Traveller's Tales,170000
LEGO Marvel's Avengers,2016-01-26,3,4,217,67,2024-07-25 14:52:04,218,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,6,Nintendo 3DS,Xbox One,PlayStation 3,PlayStation 4,PS Vita,Xbox 360,PC,macOS,Wii U,iOS,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Nintendo Store,Xbox 360 Store,Xbox Store,App Store,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Co-op,Open World,cooperative,Third Person,Horror,Funny,Comedy,Free to Play,Split Screen,Local Co-Op,Local Multiplayer,Family Friendly,Superhero,LEGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,739656,197429,Warner Bros. Interactive Entertainment,Traveller's Tales,140000
LEGO Marvel's Avengers,2016-01-26,3,4,217,67,2024-07-25 14:52:04,218,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,6,Nintendo 3DS,Xbox One,PlayStation 3,PlayStation 4,PS Vita,Xbox 360,PC,macOS,Wii U,iOS,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Nintendo Store,Xbox 360 Store,Xbox Store,App Store,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Co-op,Open World,cooperative,Third Person,Horror,Funny,Comedy,Free to Play,Split Screen,Local Co-Op,Local Multiplayer,Family Friendly,Superhero,LEGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,739656,197429,Warner Bros. Interactive Entertainment,TT Fusion,170000
LEGO Marvel's Avengers,2016-01-26,3,4,217,67,2024-07-25 14:52:04,218,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,6,Nintendo 3DS,Xbox One,PlayStation 3,PlayStation 4,PS Vita,Xbox 360,PC,macOS,Wii U,iOS,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Nintendo Store,Xbox 360 Store,Xbox Store,App Store,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Co-op,Open World,cooperative,Third Person,Horror,Funny,Comedy,Free to Play,Split Screen,Local Co-Op,Local Multiplayer,Family Friendly,Superhero,LEGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,739656,197429,Warner Bros. Interactive Entertainment,TT Fusion,120000
Hello Neighbor,2017-08-28,2,3,157,40,2024-07-11 13:46:21,160,Everyone 10+,'Action',Adventure,Strategy,Indie,Puzzle,0,0,0,0,0,0,8,Android,PlayStation 4,PC,Xbox One,iOS,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Epic Games,Steam,GOG,Xbox Store,Nintendo Store,App Store,Google Play,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,Co-op,cooperative,First-Person,Horror,FPS,Funny,Difficult,Survival,Comedy,Free to Play,Stealth,Survival Horror,1980s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,682723,220237,Gearbox Software,Dynamic Pixels,110000
Hello Neighbor,2017-08-28,2,3,157,40,2024-07-11 13:46:21,160,Everyone 10+,'Action',Adventure,Strategy,Indie,Puzzle,0,0,0,0,0,0,8,Android,PlayStation 4,PC,Xbox One,iOS,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Epic Games,Steam,GOG,Xbox Store,Nintendo Store,App Store,Google Play,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,Co-op,cooperative,First-Person,Horror,FPS,Funny,Difficult,Survival,Comedy,Free to Play,Stealth,Survival Horror,1980s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,682723,220237,Gearbox Software,Dynamic Pixels,160000
Hello Neighbor,2017-08-28,2,3,157,40,2024-07-11 13:46:21,160,Everyone 10+,'Action',Adventure,Strategy,Indie,Puzzle,0,0,0,0,0,0,8,Android,PlayStation 4,PC,Xbox One,iOS,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Epic Games,Steam,GOG,Xbox Store,Nintendo Store,App Store,Google Play,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,Co-op,cooperative,First-Person,Horror,FPS,Funny,Difficult,Survival,Comedy,Free to Play,Stealth,Survival Horror,1980s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,682723,220237,Gearbox Software,Dynamic Pixels,100000
Hello Neighbor,2017-08-28,2,3,157,40,2024-07-11 13:46:21,160,Everyone 10+,'Action',Adventure,Strategy,Indie,Puzzle,0,0,0,0,0,0,8,Android,PlayStation 4,PC,Xbox One,iOS,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Epic Games,Steam,GOG,Xbox Store,Nintendo Store,App Store,Google Play,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,Co-op,cooperative,First-Person,Horror,FPS,Funny,Difficult,Survival,Comedy,Free to Play,Stealth,Survival Horror,1980s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,682723,220237,Gearbox Software,Dynamic Pixels,0
LEGO Worlds,2017-03-07,3,3,218,66,2024-05-06 13:09:02,220,Everyone 10+,'Adventure',0,0,0,0,0,0,0,0,0,0,4,Nintendo Switch,PlayStation 4,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Xbox Store,Steam,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Co-op,Open World,cooperative,Third Person,Online Co-Op,Funny,Exploration,Sandbox,Survival,Comedy,Online multiplayer,Split Screen,Family Friendly,Building,Walking Simulator,puzzles,Destruction,LEGO,Voxel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,552989,119954,Warner Bros. Interactive Entertainment,Traveller's Tales,330000
WipEout Omega Collection,2017-06-07,3,4,288,85,2024-06-10 17:09:54,289,Everyone 10+,'Racing',0,0,0,0,0,0,0,0,0,0,1,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,exclusive,Futuristic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6825,7961,Sony Interactive Entertainment,Clever Beans / EPOS Game Studios,490000
"Warhammer 40,000: Dawn of War III",2017-04-27,3,3,154,77,2024-03-04 16:08:18,156,Mature,'Action',Strategy,Simulation,0,0,0,0,0,0,0,0,2,PC,macOS,Linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,App Store,Steam,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,Co-op,Story Rich,cooperative,Sci-fi,Gore,Classic,Violent,Online multiplayer,Tactical,stats,Steam Workshop,Space,Includes level editor,War,RTS,Base Building,battle,MOBA,Games Workshop,Warhammer 40K,interactive,office,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,717073,173641,Sega,Relic Entertainment,40000
Strange Brigade,2018-08-28,3,4,156,72,2024-07-19 13:43:19,157,Teen,'Action',Adventure,Puzzle,0,0,0,0,0,0,0,0,3,PlayStation 4,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Co-op,cooperative,Horror,Online Co-Op,Violent,Zombies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,547486,110908,Rebellion Developments,Rebellion Developments,30000
Strange Brigade,2018-08-28,3,4,156,72,2024-07-19 13:43:19,157,Teen,'Action',Adventure,Puzzle,0,0,0,0,0,0,0,0,3,PlayStation 4,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Co-op,cooperative,Horror,Online Co-Op,Violent,Zombies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,547486,110908,Rebellion Developments,Rebellion Developments,10000
Gravity Rush 2,2017-01-20,3,4,273,80,2024-05-17 12:54:50,277,Teen,'Action',0,0,0,0,0,0,0,0,0,0,1,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,exclusive,true exclusive,3D Platformer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6825,7961,Sony Interactive Entertainment,SIE Japan Studio,50000
Saints Row IV: Re-Elected,2013-08-21,3,4,282,73,2024-07-25 08:09:42,284,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,5,PlayStation 4,PC,Nintendo Switch,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,Epic Games,Nintendo Store,Xbox Store,PlayStation Store,0,0,0,0,bundle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,552989,29499,Deep Silver,Volition Inc.,90000
LEGO Jurassic World,2015-06-11,3,4,199,72,2024-07-18 12:08:02,200,Everyone 10+,'Action',Adventure,Family,Puzzle,0,0,0,0,0,0,0,7,Nintendo 3DS,Wii U,Xbox 360,PlayStation 4,PS Vita,Xbox One,iOS,PC,macOS,Nintendo Switch,PlayStation 3,Android,0,0,0,0,0,0,0,0,0,0,Nintendo Store,PlayStation Store,Xbox Store,Steam,Xbox 360 Store,App Store,Google Play,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,Co-op,Open World,cooperative,Third Person,Funny,Comedy,Split Screen,Local Co-Op,Family Friendly,Historical,Building,Dinosaurs,LEGO,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,797542,214526,Warner Bros. Interactive Entertainment,Traveller's Tales,560000
LEGO Jurassic World,2015-06-11,3,4,199,72,2024-07-18 12:08:02,200,Everyone 10+,'Action',Adventure,Family,Puzzle,0,0,0,0,0,0,0,7,Nintendo 3DS,Wii U,Xbox 360,PlayStation 4,PS Vita,Xbox One,iOS,PC,macOS,Nintendo Switch,PlayStation 3,Android,0,0,0,0,0,0,0,0,0,0,Nintendo Store,PlayStation Store,Xbox Store,Steam,Xbox 360 Store,App Store,Google Play,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,Co-op,Open World,cooperative,Third Person,Funny,Comedy,Split Screen,Local Co-Op,Family Friendly,Historical,Building,Dinosaurs,LEGO,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,797542,214526,Warner Bros. Interactive Entertainment,Traveller's Tales,490000
LEGO Jurassic World,2015-06-11,3,4,199,72,2024-07-18 12:08:02,200,Everyone 10+,'Action',Adventure,Family,Puzzle,0,0,0,0,0,0,0,7,Nintendo 3DS,Wii U,Xbox 360,PlayStation 4,PS Vita,Xbox One,iOS,PC,macOS,Nintendo Switch,PlayStation 3,Android,0,0,0,0,0,0,0,0,0,0,Nintendo Store,PlayStation Store,Xbox Store,Steam,Xbox 360 Store,App Store,Google Play,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,Co-op,Open World,cooperative,Third Person,Funny,Comedy,Split Screen,Local Co-Op,Family Friendly,Historical,Building,Dinosaurs,LEGO,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,797542,214526,Warner Bros. Interactive Entertainment,Traveller's Tales,410000
LEGO Jurassic World,2015-06-11,3,4,199,72,2024-07-18 12:08:02,200,Everyone 10+,'Action',Adventure,Family,Puzzle,0,0,0,0,0,0,0,7,Nintendo 3DS,Wii U,Xbox 360,PlayStation 4,PS Vita,Xbox One,iOS,PC,macOS,Nintendo Switch,PlayStation 3,Android,0,0,0,0,0,0,0,0,0,0,Nintendo Store,PlayStation Store,Xbox Store,Steam,Xbox 360 Store,App Store,Google Play,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,Co-op,Open World,cooperative,Third Person,Funny,Comedy,Split Screen,Local Co-Op,Family Friendly,Historical,Building,Dinosaurs,LEGO,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,797542,214526,Warner Bros. Interactive Entertainment,TT Fusion,390000
LEGO Jurassic World,2015-06-11,3,4,199,72,2024-07-18 12:08:02,200,Everyone 10+,'Action',Adventure,Family,Puzzle,0,0,0,0,0,0,0,7,Nintendo 3DS,Wii U,Xbox 360,PlayStation 4,PS Vita,Xbox One,iOS,PC,macOS,Nintendo Switch,PlayStation 3,Android,0,0,0,0,0,0,0,0,0,0,Nintendo Store,PlayStation Store,Xbox Store,Steam,Xbox 360 Store,App Store,Google Play,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,Co-op,Open World,cooperative,Third Person,Funny,Comedy,Split Screen,Local Co-Op,Family Friendly,Historical,Building,Dinosaurs,LEGO,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,797542,214526,Warner Bros. Interactive Entertainment,Traveller's Tales,270000
LEGO Jurassic World,2015-06-11,3,4,199,72,2024-07-18 12:08:02,200,Everyone 10+,'Action',Adventure,Family,Puzzle,0,0,0,0,0,0,0,7,Nintendo 3DS,Wii U,Xbox 360,PlayStation 4,PS Vita,Xbox One,iOS,PC,macOS,Nintendo Switch,PlayStation 3,Android,0,0,0,0,0,0,0,0,0,0,Nintendo Store,PlayStation Store,Xbox Store,Steam,Xbox 360 Store,App Store,Google Play,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,Co-op,Open World,cooperative,Third Person,Funny,Comedy,Split Screen,Local Co-Op,Family Friendly,Historical,Building,Dinosaurs,LEGO,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,797542,214526,Warner Bros. Interactive Entertainment,TT Fusion,160000
Axiom Verge,2015-03-31,4,4,278,80,2024-06-17 05:57:57,283,Teen,'Action',Adventure,Indie,Platformer,0,0,0,0,0,0,0,5,Nintendo Switch,Xbox One,Wii U,PlayStation 4,PS Vita,PC,Linux,macOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,Nintendo Store,Epic Games,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,2D,Sci-fi,Horror,Difficult,Steam Leaderboards,Exploration,Pixel Graphics,Retro,Side Scroller,Cyberpunk,Metroidvania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,737612,121299,Thomas Happ Games,Thomas Happ Games,30000
BioShock: The Collection,2016-09-13,4,5,212,83,2024-05-19 13:51:05,216,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,5,PlayStation 4,Nintendo Switch,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epic Games,Steam,Nintendo Store,PlayStation Store,Xbox Store,0,0,0,0,First-Person,online,collection,interactive,bundle,infinite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,552989,121299,2K Games,"Blind Squirrel Digital, Inc",280000
BioShock: The Collection,2016-09-13,4,5,212,83,2024-05-19 13:51:05,216,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,5,PlayStation 4,Nintendo Switch,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epic Games,Steam,Nintendo Store,PlayStation Store,Xbox Store,0,0,0,0,First-Person,online,collection,interactive,bundle,infinite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,552989,121299,2K Games,"Blind Squirrel Digital, Inc",80000
Valkyria Chronicles 4,2018-03-21,3,4,98,83,2024-08-18 12:18:10,98,Teen,'Action',RPG,Strategy,0,0,0,0,0,0,0,0,4,Xbox One,Nintendo Switch,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Steam,Xbox Store,0,0,0,0,0,Singleplayer,RPG,Story Rich,Third Person,Tactical,Anime,role-playing,War,Turn-Based,JRPG,Strategy RPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,552989,119954,Sega,Sega,40000
Gravity Rush Remastered,2016-02-02,4,4,316,80,2024-05-26 07:03:09,319,Teen,'Action',0,0,0,0,0,0,0,0,0,0,1,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,exclusive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6825,7961,Sony Computer Entertainment,Bluepoint Games,60000
