name,released,rating,rating_top,ratings_count,metacritic,updated,reviews_count,age_rating,genre,subgenre_1,subgenre_2,subgenre_3,subgenre_4,subgenre_5,subgenre_6,subgenre_7,subgenre_8,subgenre_9,subgenre_10,num_stores,platform_1,platform_2,platform_3,platform_4,platform_5,platform_6,platform_7,platform_8,platform_9,platform_10,platform_11,platform_12,platform_13,platform_14,platform_15,platform_16,platform_17,platform_18,platform_19,platform_20,platform_21,platform_22,store1,store2,store3,store4,store5,store6,store7,store8,store9,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,tag21,tag22,tag23,tag24,tag25,tag26,tag27,tag28,tag29,tag30,tag31,tag32,tag33,tag34,tag35,tag36,tag37,tag38,tag39,tag40,tag41,tag42,tag43,tag44,tag45,tag46,tag47,tag48,tag49,tag50,tag51,tag52,tag53,tag54,tag55,num_tags,num_platforms,total_platform_game_counts,total_games_counts_stores,Publisher,Developer,Total Sales
Maneater,2020-05-22,3,4,247,68,2024-08-24 15:16:05,249,Mature,'Action',Adventure,RPG,Indie,0,0,0,0,0,0,0,5,PlayStation 5,PlayStation 4,PC,Xbox One,Nintendo Switch,Xbox Series S/X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nintendo Store,Xbox Store,PlayStation Store,Steam,Epic Games,0,0,0,0,Singleplayer,RPG,Fantasy,Controller,Early Access,combat,Story,battle,Loot,console,offline,nature,fight,explore,night,evolution,rock,tv,shark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,555068,121299,Tripwire Interactive,Tripwire Interactive,14000000
Styx: Shards of Darkness,2017-03-13,3,4,192,72,2024-08-02 11:11:52,192,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,4,Xbox One,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,GOG,Xbox Store,Steam,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,RPG,Co-op,Open World,cooperative,Third Person,Online Co-Op,Fantasy,Difficult,Comedy,Violent,Stealth,Dark Fantasy,Memes,Parkour,Steampunk,Dark Humor,Assassin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,547486,117190,Focus Home Interactive,Cyanide Studio,140000
FIFA 19,2018-09-28,3,4,644,80,2024-06-21 04:02:29,650,Everyone,'Simulation',Sports,0,0,0,0,0,0,0,0,0,3,PlayStation 4,PlayStation 3,Xbox 360,Nintendo Switch,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nintendo Store,Xbox Store,PlayStation Store,0,0,0,0,0,0,Singleplayer,Multiplayer,Online PvP,Football,Soccer,reality-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,558961,21872,EA Sports,EA Vancouver,20000000
Beat Saber,2019-05-21,4,5,610,90,2024-08-26 15:29:29,617,Teen,'Action',Indie,0,0,0,0,0,0,0,0,0,2,PC,PlayStation 5,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,0,0,0,0,0,0,0,Singleplayer,Great Soundtrack,Steam Leaderboards,Early Access,VR,Music,Rhythm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,542955,106043,Beat Games,Beat Games,2000000
Gran Turismo Sport,2017-10-17,3,4,552,75,2024-06-02 07:13:02,554,Everyone,'Racing',0,0,0,0,0,0,0,0,0,0,1,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,exclusive,true exclusive,Driving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6825,7961,Sony Interactive Entertainment,Polyphony Digital,12980000
Diablo III,2012-05-15,4,4,862,88,2024-08-21 07:16:00,876,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,3,Xbox Series S/X,Xbox One,PC,macOS,Nintendo Switch,Xbox 360,PlayStation 3,PlayStation 4,PlayStation 5,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox 360 Store,Xbox Store,PlayStation Store,0,0,0,0,0,0,Fantasy,Local Co-Op,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,665621,14742,Blizzard Entertainment,Blizzard Entertainment,30000000
NBA 2K16,2015-09-25,2,4,313,86,2024-01-10 15:36:34,314,Everyone 10+,'Sports',0,0,0,0,0,0,0,0,0,0,2,Xbox 360,PlayStation 3,PlayStation 4,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,Steam,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,Great Soundtrack,RPG,Co-op,cooperative,Online Co-Op,Free to Play,Split Screen,Controller,Realistic,Basketball,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,553458,102947,2K Sports,Visual Concepts,8000000
Friday the 13th: The Game,2017-05-25,3,3,319,61,2024-07-10 17:23:06,321,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,3,PC,Xbox One,PlayStation 4,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,Xbox Store,PlayStation Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,Co-op,Open World,cooperative,Third Person,Horror,Funny,Gore,Difficult,Steam Leaderboards,Survival,Violent,Free to Play,Stealth,stats,Dark,Cross-Platform Multiplayer,Nudity,Survival Horror,Mature,Illuminati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,552989,110908,Gun Media,IllFonic,1800000
Teslagrad,2013-12-12,3,4,218,77,2024-01-10 15:36:16,219,Everyone,'Action',Adventure,Family,Indie,Puzzle,Platformer,0,0,0,0,0,7,Xbox One,Wii U,Android,PS Vita,PlayStation 4,PlayStation 3,Nintendo Switch,macOS,PC,Linux,iOS,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,PlayStation Store,Steam,GOG,Nintendo Store,App Store,Google Play,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,2D,Difficult,Exploration,controller support,Physics,Metroidvania,Steampunk,Puzzle-Platformer,puzzles,Hand-drawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,870512,218892,Rain Games,Rain Games,140000
Anthem,2019-02-22,2,3,510,59,2024-06-17 05:58:05,517,Teen,'Action',Shooter,Adventure,RPG,0,0,0,0,0,0,0,2,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,0,0,0,0,0,0,0,Singleplayer,Multiplayer,Atmospheric,Co-op,Story Rich,Open World,Sci-fi,Exploration,Online multiplayer,Action-Adventure,Third-Person Shooter,Cinematic,Futuristic,Aliens,mmo,3rd-Person Perspective,PvE,Photorealistic,flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,547486,12826,Electronic Arts,BioWare,5000000
SoulCalibur VI,2018-10-19,3,4,216,83,2024-08-04 15:46:19,217,Teen,'Action',Fighting,0,0,0,0,0,0,0,0,0,3,PC,PlayStation 4,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Steam Cloud,Partial Controller Support,Fantasy,Online multiplayer,Split Screen,Local Multiplayer,Character Customization,Beat 'em up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,547486,110908,Bandai Namco Entertainment,Bandai Namco Studios,2000000
Shantae and the Pirate's Curse,2014-02-05,3,4,157,73,2024-05-31 07:35:17,159,Everyone 10+,'Action',Adventure,RPG,Indie,Platformer,0,0,0,0,0,0,5,Nintendo Switch,Xbox One,Nintendo 3DS,Wii U,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,GOG,Nintendo Store,Xbox Store,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,RPG,2D,Funny,Female Protagonist,Pixel Graphics,Anime,Nudity,controller support,Cute,Side Scroller,Metroidvania,Pirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,555808,126236,WayForward,WayForward,140000
Zombie Army Trilogy,2015-03-03,3,4,198,72,2024-04-21 07:22:48,199,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,4,Xbox One,Nintendo Switch,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Xbox Store,Steam,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Co-op,Open World,cooperative,First-Person,Third Person,Horror,FPS,Gore,Steam Leaderboards,Female Protagonist,Survival,Third-Person Shooter,Zombies,War,Survival Horror,Post-apocalyptic,World War II,Sniper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,552989,119954,Rebellion Developments,Rebellion Developments,940000
Homeworld Remastered Collection,2015-02-24,4,4,166,86,2024-08-09 12:46:23,167,Teen,'Strategy',Simulation,0,0,0,0,0,0,0,0,0,4,macOS,PC,iOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epic Games,App Store,Steam,GOG,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Steam Cloud,Atmospheric,Great Soundtrack,Story Rich,Sci-fi,Classic,Female Protagonist,Survival,Tactical,Steam Workshop,Space,Moddable,Futuristic,RTS,Remake,achievements,4X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,716955,181268,Gearbox Software,Gearbox Software,730000
Carrion,2020-07-23,3,4,429,76,2024-08-01 15:20:59,442,Mature,'Action',Adventure,Indie,0,0,0,0,0,0,0,0,5,PlayStation 4,Xbox One,PC,macOS,Linux,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,Xbox Store,Steam,Epic Games,PlayStation Store,0,0,0,0,Singleplayer,Full controller support,Horror,Gore,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,734950,118465,Devolver Digital,Phobia Game Studio,200000
Homefront: The Revolution,2016-05-17,3,3,336,54,2024-08-27 17:08:31,338,Mature,'Action',Shooter,Adventure,0,0,0,0,0,0,0,0,3,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,steam-trading-cards,Co-op,Story Rich,Open World,cooperative,First-Person,FPS,Online Co-Op,Survival,Violent,Stealth,stats,War,Captions available,Crafting,Futuristic,Military,Dystopian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,547486,110908,Deep Silver,Dambuster Studios,1200000
theHunter: Call of the Wild,2017-02-16,3,4,215,74,2024-07-01 17:13:47,219,Teen,'Shooter',Adventure,Simulation,Sports,0,0,0,0,0,0,0,4,Xbox One,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,Epic Games,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Steam Cloud,Atmospheric,Co-op,Open World,cooperative,First-Person,FPS,Online Co-Op,Gore,Survival,Realistic,Walking Simulator,Hunting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,547486,112253,Maximum Games,Expansive Worlds,820000
Shovel Knight,2014-06-26,4,5,470,85,2024-06-17 06:04:17,480,Everyone,'Action',Adventure,Indie,Platformer,0,0,0,0,0,0,0,4,Wii U,PlayStation 3,PlayStation 4,PS Vita,Linux,Xbox One,Nintendo Switch,Nintendo 3DS,PC,macOS,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,Nintendo Store,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,RPG,2D,Fantasy,Funny,Difficult,Comedy,Local Co-Op,Pixel Graphics,Controller,Retro,Side Scroller,Medieval,Metroidvania,Kickstarter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,742471,119954,Yacht Club Games,Yacht Club Games,500000
Shovel Knight,2014-06-26,4,5,470,85,2024-06-17 06:04:17,480,Everyone,'Action',Adventure,Indie,Platformer,0,0,0,0,0,0,0,4,Wii U,PlayStation 3,PlayStation 4,PS Vita,Linux,Xbox One,Nintendo Switch,Nintendo 3DS,PC,macOS,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,Nintendo Store,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,RPG,2D,Fantasy,Funny,Difficult,Comedy,Local Co-Op,Pixel Graphics,Controller,Retro,Side Scroller,Medieval,Metroidvania,Kickstarter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,742471,119954,Yacht Club Games,Yacht Club Games,370000
Shovel Knight,2014-06-26,4,5,470,85,2024-06-17 06:04:17,480,Everyone,'Action',Adventure,Indie,Platformer,0,0,0,0,0,0,0,4,Wii U,PlayStation 3,PlayStation 4,PS Vita,Linux,Xbox One,Nintendo Switch,Nintendo 3DS,PC,macOS,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,Nintendo Store,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,RPG,2D,Fantasy,Funny,Difficult,Comedy,Local Co-Op,Pixel Graphics,Controller,Retro,Side Scroller,Medieval,Metroidvania,Kickstarter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,742471,119954,Yacht Club Games,Yacht Club Games,190000
Shovel Knight,2014-06-26,4,5,470,85,2024-06-17 06:04:17,480,Everyone,'Action',Adventure,Indie,Platformer,0,0,0,0,0,0,0,4,Wii U,PlayStation 3,PlayStation 4,PS Vita,Linux,Xbox One,Nintendo Switch,Nintendo 3DS,PC,macOS,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,Nintendo Store,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,RPG,2D,Fantasy,Funny,Difficult,Comedy,Local Co-Op,Pixel Graphics,Controller,Retro,Side Scroller,Medieval,Metroidvania,Kickstarter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,742471,119954,Yacht Club Games,Yacht Club Games,80000
Amnesia: Rebirth,2020-10-20,3,4,165,78,2024-08-27 06:05:27,176,Mature,'Action',Adventure,Indie,0,0,0,0,0,0,0,0,4,PlayStation 4,PC,macOS,Linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,Epic Games,GOG,PlayStation Store,0,0,0,0,0,Singleplayer,Full controller support,First-Person,Horror,Gore,Female Protagonist,Nudity,Survival Horror,Masterpiece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,723691,113504,Frictional Games,Frictional Games,100000
Battle Chasers: Nightwar,2017-10-03,3,4,235,79,2024-05-15 03:30:22,237,Teen,'RPG',Strategy,Indie,0,0,0,0,0,0,0,0,8,Nintendo Switch,PlayStation 4,Android,Xbox One,macOS,Linux,iOS,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Google Play,PlayStation Store,Steam,GOG,Nintendo Store,Xbox Store,App Store,Epic Games,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,RPG,role-playing,controller support,JRPG,Turn-Based Combat,Crowdfunded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,864773,220237,THQ Nordic,Airship Syndicate,150000
NBA 2K20,2019-09-05,3,4,231,76,2024-06-23 11:38:53,236,Everyone,'Action',Simulation,Sports,0,0,0,0,0,0,0,0,6,Android,PlayStation 4,PC,iOS,Xbox One,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,App Store,Xbox Store,Google Play,Nintendo Store,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Split Screen,In-App Purchases,Basketball,Gambling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,682605,212498,2K Sports,Visual Concepts,14000000
Pillars of Eternity II: Deadfire,2018-05-07,4,4,293,82,2024-08-06 15:40:09,300,Mature,'RPG',0,0,0,0,0,0,0,0,0,0,3,Xbox One,Nintendo Switch,macOS,Linux,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,GOG,Steam,0,0,0,0,0,0,Singleplayer,RPG,Story Rich,Fantasy,role-playing,CRPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,735039,109229,Versus Evil,Obsidian Entertainment,200000
Danganronpa: Trigger Happy Havoc,2010-11-25,4,4,414,82,2024-08-23 23:59:19,421,Mature,'Adventure',0,0,0,0,0,0,0,0,0,0,2,PC,macOS,Linux,PSP,PS Vita,Xbox One,PlayStation 4,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,Story Rich,Horror,Funny,Exploration,Survival,Comedy,Anime,Point & Click,Mystery,Memes,Visual Novel,Detective,Dark Humor,Dark Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,784737,106043,Spike Chunsoft,Spike Chunsoft,1000000
Lego Star Wars: The Skywalker Saga,2022-04-05,3,4,189,80,2024-08-18 14:23:55,194,Everyone 10+,'Action',Adventure,Platformer,0,0,0,0,0,0,0,0,2,PC,PlayStation 4,Xbox Series S/X,PlayStation 5,Xbox One,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epic Games,Steam,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Star Wars,LEGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,554952,99315,Warner Bros. Interactive Entertainment,TT Games,3200000
Deponia Doomsday,2016-03-01,4,4,203,76,2024-06-01 14:49:12,203,Teen,'Adventure',Indie,Puzzle,0,0,0,0,0,0,0,0,6,PlayStation 4,Linux,macOS,Xbox One,PC,iOS,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nintendo Store,PlayStation Store,App Store,Steam,GOG,Xbox Store,0,0,0,Singleplayer,Steam Achievements,Steam Cloud,steam-trading-cards,Story Rich,2D,Funny,Comedy,Point & Click,Steampunk,achievements,Hand-drawn,Time Travel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,812390,201795,Daedalic Entertainment,Daedalic Entertainment,120000
Dead Rising 4,2016-12-06,3,3,194,74,2024-01-02 00:17:14,195,Mature,'Action',0,0,0,0,0,0,0,0,0,0,2,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,Steam,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Co-op,Open World,cooperative,Third Person,Horror,Funny,Gore,Survival,Comedy,Violent,Online multiplayer,Anime,Zombies,Nudity,Memes,Heist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,540661,102947,Microsoft Studios,Capcom,1500000
Dead Rising 4,2016-12-06,3,3,194,74,2024-01-02 00:17:14,195,Mature,'Action',0,0,0,0,0,0,0,0,0,0,2,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,Steam,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Co-op,Open World,cooperative,Third Person,Horror,Funny,Gore,Survival,Comedy,Violent,Online multiplayer,Anime,Zombies,Nudity,Memes,Heist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,540661,102947,Microsoft Studios,Capcom,870000
Ratchet & Clank: Rift Apart,2021-06-11,4,5,343,88,2024-08-28 20:57:44,359,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,3,PC,PlayStation 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epic Games,Steam,PlayStation Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Co-op,Open World,cooperative,Third Person,Sci-fi,Funny,Female Protagonist,Action-Adventure,Controller,Third-Person Shooter,exclusive,Family Friendly,Cute,true exclusive,3D Platformer,console,Протагонистка,offline,explore,work,planet,speed,planets,tv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,535965,107226,Sony Interactive Entertainment,Insomniac Games,2720000
SUPERHOT VR,2017-05-25,4,5,398,85,2024-08-26 15:29:31,401,Everyone,'Action',Shooter,Simulation,Indie,0,0,0,0,0,0,0,3,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,itch.io,Steam,PlayStation Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,First-Person,VR,Bullet Time,SteamVR Collectibles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,541848,760210,SUPERHOT Team,SUPERHOT Team,160000
Nioh: Complete Edition,2017-11-07,4,4,263,84,2024-05-29 04:11:19,270,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,3,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Epic Games,0,0,0,0,0,0,Singleplayer,Steam Achievements,Atmospheric,RPG,cooperative,Third Person,Partial Controller Support,Online Co-Op,Difficult,Steam Leaderboards,Online multiplayer,stats,Hack and Slash,Dark Fantasy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,541848,107388,Koei Tecmo,Team Ninja,350000
God of War: Ragnarök,2022-11-09,4,5,484,73,2024-08-28 20:18:23,506,Mature,'Action',0,0,0,0,0,0,0,0,0,0,1,PlayStation 4,PlayStation 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,Singleplayer,Story Rich,exclusive,true exclusive,Single player only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7932,7961,Sony Interactive Entertainment,Sony Computer Entertainment,15000000
Absolute Drift,2015-07-24,2,3,117,66,2024-06-18 15:36:28,120,Everyone,'Action',Sports,Racing,Indie,0,0,0,0,0,0,0,5,iOS,PC,macOS,Linux,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,App Store,Google Play,Epic Games,GOG,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,Steam Leaderboards,stats,Physics,Top-Down,Driving,Minimalist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,846807,198365,Funselektor Labs Inc.,Funselektor Labs Inc.,140000
Mario Kart 8 Deluxe,2017-04-27,4,5,874,92,2024-08-21 21:56:39,889,Everyone,'Racing',0,0,0,0,0,0,0,0,0,0,1,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nintendo Store,0,0,0,0,0,0,0,0,Multiplayer,Funny,exclusive,Family Friendly,Cartoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5503,9046,Nintendo,Nintendo EPD,62900000
